id,codigo_sintetico,contrato_id,vehiculo_id,estado
CARD-SYN-00095,CARD-SYN-00095,CTR-SYN-0011,VEH-SYN-00095,Activa
CARD-SYN-00096,CARD-SYN-00096,CTR-SYN-0012,VEH-SYN-00096,Activa
CARD-SYN-00097,CARD-SYN-00097,CTR-SYN-0001,VEH-SYN-00097,Activa
CARD-SYN-00098,CARD-SYN-00098,CTR-SYN-0002,VEH-SYN-00098,Activa
CARD-SYN-00099,CARD-SYN-00099,CTR-SYN-0003,VEH-SYN-00099,Activa
CARD-SYN-00100,CARD-SYN-00100,CTR-SYN-0004,VEH-SYN-00100,Suspendida
CARD-SYN-00101,CARD-SYN-00101,CTR-SYN-0005,VEH-SYN-00101,Activa
CARD-SYN-00102,CARD-SYN-00102,CTR-SYN-0006,VEH-SYN-00102,Activa
CARD-SYN-00103,CARD-SYN-00103,CTR-SYN-0007,VEH-SYN-00103,Activa
CARD-SYN-00104,CARD-SYN-00104,CTR-SYN-0008,VEH-SYN-00104,Activa
CARD-SYN-00105,CARD-SYN-00105,CTR-SYN-0009,VEH-SYN-00105,Activa
CARD-SYN-00106,CARD-SYN-00106,CTR-SYN-0010,VEH-SYN-00106,Activa
CARD-SYN-00107,CARD-SYN-00107,CTR-SYN-0011,VEH-SYN-00107,Activa
CARD-SYN-00108,CARD-SYN-00108,CTR-SYN-0012,VEH-SYN-00108,Activa
CARD-SYN-00109,CARD-SYN-00109,CTR-SYN-0001,VEH-SYN-00109,Activa
CARD-SYN-00110,CARD-SYN-00110,CTR-SYN-0002,VEH-SYN-00110,Activa
CARD-SYN-00111,CARD-SYN-00111,CTR-SYN-0003,VEH-SYN-00111,Activa
CARD-SYN-00112,CARD-SYN-00112,CTR-SYN-0004,VEH-SYN-00112,Activa
CARD-SYN-00113,CARD-SYN-00113,CTR-SYN-0005,VEH-SYN-00113,Activa
CARD-SYN-00114,CARD-SYN-00114,CTR-SYN-0006,VEH-SYN-00114,Activa
CARD-SYN-00115,CARD-SYN-00115,CTR-SYN-0007,VEH-SYN-00115,Activa
CARD-SYN-00116,CARD-SYN-00116,CTR-SYN-0008,VEH-SYN-00116,Activa
CARD-SYN-00117,CARD-SYN-00117,CTR-SYN-0009,VEH-SYN-00117,Activa
CARD-SYN-00118,CARD-SYN-00118,CTR-SYN-0010,VEH-SYN-00118,Activa
CARD-SYN-00119,CARD-SYN-00119,CTR-SYN-0011,VEH-SYN-00119,Activa
CARD-SYN-00120,CARD-SYN-00120,CTR-SYN-0012,VEH-SYN-00120,Suspendida
CARD-SYN-00121,CARD-SYN-00121,CTR-SYN-0001,VEH-SYN-00121,Activa
CARD-SYN-00122,CARD-SYN-00122,CTR-SYN-0002,VEH-SYN-00122,Activa
CARD-SYN-00123,CARD-SYN-00123,CTR-SYN-0003,VEH-SYN-00123,Activa
CARD-SYN-00124,CARD-SYN-00124,CTR-SYN-0004,VEH-SYN-00124,Activa
CARD-SYN-00125,CARD-SYN-00125,CTR-SYN-0005,VEH-SYN-00125,Activa
CARD-SYN-00126,CARD-SYN-00126,CTR-SYN-0006,VEH-SYN-00126,Activa
CARD-SYN-00127,CARD-SYN-00127,CTR-SYN-0007,VEH-SYN-00127,Activa
CARD-SYN-00128,CARD-SYN-00128,CTR-SYN-0008,VEH-SYN-00128,Activa
CARD-SYN-00129,CARD-SYN-00129,CTR-SYN-0009,VEH-SYN-00129,Activa
CARD-SYN-00130,CARD-SYN-00130,CTR-SYN-0010,VEH-SYN-00130,Activa
CARD-SYN-00131,CARD-SYN-00131,CTR-SYN-0011,VEH-SYN-00131,Activa
CARD-SYN-00132,CARD-SYN-00132,CTR-SYN-0012,VEH-SYN-00132,Activa
CARD-SYN-00133,CARD-SYN-00133,CTR-SYN-0001,VEH-SYN-00133,Activa
CARD-SYN-00134,CARD-SYN-00134,CTR-SYN-0002,VEH-SYN-00134,Activa
CARD-SYN-00135,CARD-SYN-00135,CTR-SYN-0003,VEH-SYN-00135,Activa
CARD-SYN-00136,CARD-SYN-00136,CTR-SYN-0004,VEH-SYN-00136,Activa
CARD-SYN-00137,CARD-SYN-00137,CTR-SYN-0005,VEH-SYN-00137,Activa
CARD-SYN-00138,CARD-SYN-00138,CTR-SYN-0006,VEH-SYN-00138,Activa
CARD-SYN-00139,CARD-SYN-00139,CTR-SYN-0007,VEH-SYN-00139,Activa
CARD-SYN-00140,CARD-SYN-00140,CTR-SYN-0008,VEH-SYN-00140,Suspendida
CARD-SYN-00141,CARD-SYN-00141,CTR-SYN-0009,VEH-SYN-00141,Activa
CARD-SYN-00142,CARD-SYN-00142,CTR-SYN-0010,VEH-SYN-00142,Activa
CARD-SYN-00143,CARD-SYN-00143,CTR-SYN-0011,VEH-SYN-00143,Activa
CARD-SYN-00144,CARD-SYN-00144,CTR-SYN-0012,VEH-SYN-00144,Activa
CARD-SYN-00145,CARD-SYN-00145,CTR-SYN-0001,VEH-SYN-00145,Activa
CARD-SYN-00146,CARD-SYN-00146,CTR-SYN-0002,VEH-SYN-00146,Activa
CARD-SYN-00147,CARD-SYN-00147,CTR-SYN-0003,VEH-SYN-00147,Activa
CARD-SYN-00148,CARD-SYN-00148,CTR-SYN-0004,VEH-SYN-00148,Activa
CARD-SYN-00149,CARD-SYN-00149,CTR-SYN-0005,VEH-SYN-00149,Activa
CARD-SYN-00150,CARD-SYN-00150,CTR-SYN-0006,VEH-SYN-00150,Activa
CARD-SYN-00151,CARD-SYN-00151,CTR-SYN-0007,VEH-SYN-00151,Activa
CARD-SYN-00152,CARD-SYN-00152,CTR-SYN-0008,VEH-SYN-00152,Activa
CARD-SYN-00153,CARD-SYN-00153,CTR-SYN-0009,VEH-SYN-00153,Activa
CARD-SYN-00154,CARD-SYN-00154,CTR-SYN-0010,VEH-SYN-00154,Activa
CARD-SYN-00155,CARD-SYN-00155,CTR-SYN-0011,VEH-SYN-00155,Activa
CARD-SYN-00156,CARD-SYN-00156,CTR-SYN-0012,VEH-SYN-00156,Activa
CARD-SYN-00157,CARD-SYN-00157,CTR-SYN-0001,VEH-SYN-00157,Activa
CARD-SYN-00158,CARD-SYN-00158,CTR-SYN-0002,VEH-SYN-00158,Activa
CARD-SYN-00159,CARD-SYN-00159,CTR-SYN-0003,VEH-SYN-00159,Activa
CARD-SYN-00160,CARD-SYN-00160,CTR-SYN-0004,VEH-SYN-00160,Suspendida
CARD-SYN-00161,CARD-SYN-00161,CTR-SYN-0005,VEH-SYN-00161,Activa
CARD-SYN-00162,CARD-SYN-00162,CTR-SYN-0006,VEH-SYN-00162,Activa
CARD-SYN-00163,CARD-SYN-00163,CTR-SYN-0007,VEH-SYN-00163,Activa
CARD-SYN-00164,CARD-SYN-00164,CTR-SYN-0008,VEH-SYN-00164,Activa
CARD-SYN-00165,CARD-SYN-00165,CTR-SYN-0009,VEH-SYN-00165,Activa
CARD-SYN-00166,CARD-SYN-00166,CTR-SYN-0010,VEH-SYN-00166,Activa
CARD-SYN-00167,CARD-SYN-00167,CTR-SYN-0011,VEH-SYN-00167,Activa
CARD-SYN-00168,CARD-SYN-00168,CTR-SYN-0012,VEH-SYN-00168,Activa
CARD-SYN-00169,CARD-SYN-00169,CTR-SYN-0001,VEH-SYN-00169,Activa
CARD-SYN-00170,CARD-SYN-00170,CTR-SYN-0002,VEH-SYN-00170,Activa
CARD-SYN-00171,CARD-SYN-00171,CTR-SYN-0003,VEH-SYN-00171,Activa
CARD-SYN-00172,CARD-SYN-00172,CTR-SYN-0004,VEH-SYN-00172,Activa
CARD-SYN-00173,CARD-SYN-00173,CTR-SYN-0005,VEH-SYN-00173,Activa
CARD-SYN-00174,CARD-SYN-00174,CTR-SYN-0006,VEH-SYN-00174,Activa
CARD-SYN-00175,CARD-SYN-00175,CTR-SYN-0007,VEH-SYN-00175,Activa
CARD-SYN-00176,CARD-SYN-00176,CTR-SYN-0008,VEH-SYN-00176,Activa
CARD-SYN-00177,CARD-SYN-00177,CTR-SYN-0009,VEH-SYN-00177,Activa
CARD-SYN-00178,CARD-SYN-00178,CTR-SYN-0010,VEH-SYN-00178,Activa
CARD-SYN-00179,CARD-SYN-00179,CTR-SYN-0011,VEH-SYN-00179,Activa
CARD-SYN-00180,CARD-SYN-00180,CTR-SYN-0012,VEH-SYN-00180,Suspendida
CARD-SYN-00181,CARD-SYN-00181,CTR-SYN-0001,VEH-SYN-00181,Activa
CARD-SYN-00182,CARD-SYN-00182,CTR-SYN-0002,VEH-SYN-00182,Activa
CARD-SYN-00183,CARD-SYN-00183,CTR-SYN-0003,VEH-SYN-00183,Activa
CARD-SYN-00184,CARD-SYN-00184,CTR-SYN-0004,VEH-SYN-00184,Activa
CARD-SYN-00185,CARD-SYN-00185,CTR-SYN-0005,VEH-SYN-00185,Activa
CARD-SYN-00186,CARD-SYN-00186,CTR-SYN-0006,VEH-SYN-00186,Activa
CARD-SYN-00187,CARD-SYN-00187,CTR-SYN-0007,VEH-SYN-00187,Activa
CARD-SYN-00188,CARD-SYN-00188,CTR-SYN-0008,VEH-SYN-00188,Activa
CARD-SYN-00189,CARD-SYN-00189,CTR-SYN-0009,VEH-SYN-00189,Activa
CARD-SYN-00190,CARD-SYN-00190,CTR-SYN-0010,VEH-SYN-00190,Activa
CARD-SYN-00191,CARD-SYN-00191,CTR-SYN-0011,VEH-SYN-00191,Activa
CARD-SYN-00192,CARD-SYN-00192,CTR-SYN-0012,VEH-SYN-00192,Activa
CARD-SYN-00193,CARD-SYN-00193,CTR-SYN-0001,VEH-SYN-00193,Activa
CARD-SYN-00194,CARD-SYN-00194,CTR-SYN-0002,VEH-SYN-00194,Activa
CARD-SYN-00195,CARD-SYN-00195,CTR-SYN-0003,VEH-SYN-00195,Activa
CARD-SYN-00196,CARD-SYN-00196,CTR-SYN-0004,VEH-SYN-00196,Activa
CARD-SYN-00197,CARD-SYN-00197,CTR-SYN-0005,VEH-SYN-00197,Activa
CARD-SYN-00198,CARD-SYN-00198,CTR-SYN-0006,VEH-SYN-00198,Activa
CARD-SYN-00199,CARD-SYN-00199,CTR-SYN-0007,VEH-SYN-00199,Activa
CARD-SYN-00200,CARD-SYN-00200,CTR-SYN-0008,VEH-SYN-00200,Suspendida
CARD-SYN-00201,CARD-SYN-00201,CTR-SYN-0009,VEH-SYN-00201,Activa
CARD-SYN-00202,CARD-SYN-00202,CTR-SYN-0010,VEH-SYN-00202,Activa
CARD-SYN-00203,CARD-SYN-00203,CTR-SYN-0011,VEH-SYN-00203,Activa
CARD-SYN-00204,CARD-SYN-00204,CTR-SYN-0012,VEH-SYN-00204,Activa
CARD-SYN-00205,CARD-SYN-00205,CTR-SYN-0001,VEH-SYN-00205,Activa
CARD-SYN-00206,CARD-SYN-00206,CTR-SYN-0002,VEH-SYN-00206,Activa
CARD-SYN-00207,CARD-SYN-00207,CTR-SYN-0003,VEH-SYN-00207,Activa
CARD-SYN-00208,CARD-SYN-00208,CTR-SYN-0004,VEH-SYN-00208,Activa
CARD-SYN-00209,CARD-SYN-00209,CTR-SYN-0005,VEH-SYN-00209,Activa
CARD-SYN-00210,CARD-SYN-00210,CTR-SYN-0006,VEH-SYN-00210,Activa
CARD-SYN-00211,CARD-SYN-00211,CTR-SYN-0007,VEH-SYN-00211,Activa
CARD-SYN-00212,CARD-SYN-00212,CTR-SYN-0008,VEH-SYN-00212,Activa
CARD-SYN-00213,CARD-SYN-00213,CTR-SYN-0009,VEH-SYN-00213,Activa
CARD-SYN-00214,CARD-SYN-00214,CTR-SYN-0010,VEH-SYN-00214,Activa
CARD-SYN-00215,CARD-SYN-00215,CTR-SYN-0011,VEH-SYN-00215,Activa
CARD-SYN-00216,CARD-SYN-00216,CTR-SYN-0012,VEH-SYN-00216,Activa
CARD-SYN-00217,CARD-SYN-00217,CTR-SYN-0001,VEH-SYN-00217,Activa
CARD-SYN-00218,CARD-SYN-00218,CTR-SYN-0002,VEH-SYN-00218,Activa
CARD-SYN-00219,CARD-SYN-00219,CTR-SYN-0003,VEH-SYN-00219,Activa
CARD-SYN-00220,CARD-SYN-00220,CTR-SYN-0004,VEH-SYN-00220,Suspendida
CARD-SYN-00221,CARD-SYN-00221,CTR-SYN-0005,VEH-SYN-00221,Activa
CARD-SYN-00222,CARD-SYN-00222,CTR-SYN-0006,VEH-SYN-00222,Activa
CARD-SYN-00223,CARD-SYN-00223,CTR-SYN-0007,VEH-SYN-00223,Activa
CARD-SYN-00224,CARD-SYN-00224,CTR-SYN-0008,VEH-SYN-00224,Activa
CARD-SYN-00225,CARD-SYN-00225,CTR-SYN-0009,VEH-SYN-00225,Activa
CARD-SYN-00226,CARD-SYN-00226,CTR-SYN-0010,VEH-SYN-00226,Activa
CARD-SYN-00227,CARD-SYN-00227,CTR-SYN-0011,VEH-SYN-00227,Activa
CARD-SYN-00228,CARD-SYN-00228,CTR-SYN-0012,VEH-SYN-00228,Activa
CARD-SYN-00229,CARD-SYN-00229,CTR-SYN-0001,VEH-SYN-00229,Activa
CARD-SYN-00230,CARD-SYN-00230,CTR-SYN-0002,VEH-SYN-00230,Activa
CARD-SYN-00231,CARD-SYN-00231,CTR-SYN-0003,VEH-SYN-00231,Activa
CARD-SYN-00232,CARD-SYN-00232,CTR-SYN-0004,VEH-SYN-00232,Activa
CARD-SYN-00233,CARD-SYN-00233,CTR-SYN-0005,VEH-SYN-00233,Activa
CARD-SYN-00234,CARD-SYN-00234,CTR-SYN-0006,VEH-SYN-00234,Activa
CARD-SYN-00235,CARD-SYN-00235,CTR-SYN-0007,VEH-SYN-00235,Activa
CARD-SYN-00236,CARD-SYN-00236,CTR-SYN-0008,VEH-SYN-00236,Activa
CARD-SYN-00237,CARD-SYN-00237,CTR-SYN-0009,VEH-SYN-00237,Activa
CARD-SYN-00238,CARD-SYN-00238,CTR-SYN-0010,VEH-SYN-00238,Activa
CARD-SYN-00239,CARD-SYN-00239,CTR-SYN-0011,VEH-SYN-00239,Activa
CARD-SYN-00240,CARD-SYN-00240,CTR-SYN-0012,VEH-SYN-00240,Suspendida
CARD-SYN-00241,CARD-SYN-00241,CTR-SYN-0001,VEH-SYN-00241,Activa
CARD-SYN-00242,CARD-SYN-00242,CTR-SYN-0002,VEH-SYN-00242,Activa
CARD-SYN-00243,CARD-SYN-00243,CTR-SYN-0003,VEH-SYN-00243,Activa
CARD-SYN-00244,CARD-SYN-00244,CTR-SYN-0004,VEH-SYN-00244,Activa
CARD-SYN-00245,CARD-SYN-00245,CTR-SYN-0005,VEH-SYN-00245,Activa
CARD-SYN-00246,CARD-SYN-00246,CTR-SYN-0006,VEH-SYN-00246,Activa
CARD-SYN-00247,CARD-SYN-00247,CTR-SYN-0007,VEH-SYN-00247,Activa
CARD-SYN-00248,CARD-SYN-00248,CTR-SYN-0008,VEH-SYN-00248,Activa
CARD-SYN-00249,CARD-SYN-00249,CTR-SYN-0009,VEH-SYN-00249,Activa
CARD-SYN-00250,CARD-SYN-00250,CTR-SYN-0010,VEH-SYN-00250,Activa
